title,url,brand,capacity (Kilograms),colour,special feature,price,mrp,rating,reviews,discount (%),depth (Centimeters),width (Centimeters),height (Centimeters)
"Voltas Beko, A Tata Product 9 Kg 5 Star Fully-Automatic Top Loading Washing Machine with Anti-Bacterial wash Technology (WTL9006UEAH / OBS3060, Dark Grey, Inbuilt Heater)",https://www.amazon.in/Voltas-Beko-Fully-Automatic-WTL9006UEAH-OBS3060/dp/B0F2TF3XK7/ref=sr_1_116?dib=eyJ2IjoiMSJ9.l-G4fZLX6VTn_ks0XBp15lvyWTZvZCjjUT7EOMq2GGedNE6DP5YjSAR-mG-zy3EQ8xQsZTypheP2PKolR3gysqHhkXPH0jw1K9XE5AhlYJVqb43DKOJgcnpMuX2gsYoYw_f7PISH2G7IZe_eHc61yQQP-TG_hPWOCFn21f77hZzGi6_GIVUpZ6OjkevNyoxM9pMqqXV53wRsdeNROra3ZrfGi6RLMTNXJbejONdrobA.qjIioWxKl5UlnVflSP7ZYz_zuK2yCXCh9eejHoZobA4&dib_tag=se&keywords=washing+machine&qid=1755843489&sr=8-116,Voltas Beko,9,N/A,"Delay Start, Drum Clean, Inbuilt Heater, Protective Rat Mesh, Time Remaining Display",19450,43990,3.7,48,56,62,60.5,104
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjE1MjkyMDQ2NjQ2NjIxOjE3NTU4NDM0ODk6c3BfYnRmOjMwMDM0NTE2OTU1MjQzMjo6MDo6&url=%2FIFB-Automatic-SERENA-GXN-7012%2Fdp%2FB0DFLL8FND%2Fref%3Dsr_1_117_sspa%3Fdib%3DeyJ2IjoiMSJ9.l-G4fZLX6VTn_ks0XBp15lvyWTZvZCjjUT7EOMq2GGedNE6DP5YjSAR-mG-zy3EQ8xQsZTypheP2PKolR3gysqHhkXPH0jw1K9XE5AhlYJVqb43DKOJgcnpMuX2gsYoYw_f7PISH2G7IZe_eHc61yQQP-TG_hPWOCFn21f77hZzGi6_GIVUpZ6OjkevNyoxM9pMqqXV53wRsdeNROra3ZrfGi6RLMTNXJbejONdrobA.qjIioWxKl5UlnVflSP7ZYz_zuK2yCXCh9eejHoZobA4%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843489%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=DIJYz8tCwP&sp_cr=ZAZ,IFB,7,N/A,N/A,28990,36590,4,2611,21,51.8,59.8,87.5
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjE1MjkyMDQ2NjQ2NjIxOjE3NTU4NDM0ODk6c3BfYnRmOjMwMDM0NjEwMzgyNjQzMjo6MDo6&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsr_1_118_sspa%3Fdib%3DeyJ2IjoiMSJ9.l-G4fZLX6VTn_ks0XBp15lvyWTZvZCjjUT7EOMq2GGedNE6DP5YjSAR-mG-zy3EQ8xQsZTypheP2PKolR3gysqHhkXPH0jw1K9XE5AhlYJVqb43DKOJgcnpMuX2gsYoYw_f7PISH2G7IZe_eHc61yQQP-TG_hPWOCFn21f77hZzGi6_GIVUpZ6OjkevNyoxM9pMqqXV53wRsdeNROra3ZrfGi6RLMTNXJbejONdrobA.qjIioWxKl5UlnVflSP7ZYz_zuK2yCXCh9eejHoZobA4%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843489%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=ffvzZ3GVcX&sp_cr=ZAZ,IFB,8,Mocha,Auto Restart,35490,46190,4,1357,23,62.1,59.8,87.5
"Voltas Beko, A Tata Product 8 Kg 5 Star Fully-Automatic Top Loading Washing Machine with Anti-Bacterial wash Technology (WTL8006UEAH / OBS3060, Dark Grey, Inbuilt Heater)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAwODExOTk0ODI5MjcyOjE3NTU4NDM1NTg6c3BfYXRmX25leHQ6MzAwNjM5ODk2NzA5MjMyOjowOjo&url=%2FVoltas-Beko-Fully-Automatic-WTL8006UEAH-OBS3060%2Fdp%2FB0F2TF4L83%2Fref%3Dsr_1_113_sspa%3Fdib%3DeyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843557%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=yQpjJNxBM7&sp_cr=ZAZ,Voltas Beko,8,N/A,"Delay Start, Drum Clean, Inbuilt Heater, Protective Rat Mesh, Time Remaining Display",17950,41990,4,64,57,62,60.5,104
Whirlpool 8 Kg 5 MAGIC CLEAN PRO SW H Fully Automatic Top Load Washing Machine (MAGIC CLEAN PRO SW H KG GREY 10YMW with In-Built Heater),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAwODExOTk0ODI5MjcyOjE3NTU4NDM1NTg6c3BfYXRmX25leHQ6MzAwNjQzNDQzOTA1MjMyOjowOjo&url=%2FWhirlpool-Fully-Automatic-Washing-Machine%2Fdp%2FB0DGLPJ1MB%2Fref%3Dsr_1_114_sspa%3Fdib%3DeyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843557%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=bx2WzU1dk4&sp_cr=ZAZ,Whirlpool,8,Grey,Inbuilt Heater,18990,23700,3.9,12010,20,58,54,101
"Godrej 8 Kg 5 Star, Wash Upto 8 King Size Bedsheets, 370 W PowerMax Motor, 1440 RPM Spin, Magic Lint Fliter, Semi Automatic Top Load Washing Machine (WSEDGE CLS 80 5.0 EN2 M CSGR, Crystal Grey)",https://www.amazon.in/Godrej-WSEDGE-CLS-5-0-CSGR/dp/B0DQ85T5P3/ref=sr_1_115?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-115,Godrej,8,N/A,"100% Rust-proof polypropylene Body, 460 W Wash Motor, Micro Filter, Trio Scrub Pulsator",11990,17900,3.8,225,33,48.1,80.6,97.8
"Voltas Beko, A Tata Product 9 Kg 5 Star Fully-Automatic Top Loading Washing Machine with Anti-Bacterial wash Technology (WTL9006UEAH / OBS3060, Dark Grey, Inbuilt Heater)",https://www.amazon.in/Voltas-Beko-Fully-Automatic-WTL9006UEAH-OBS3060/dp/B0F2TF3XK7/ref=sr_1_116?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-116,Voltas Beko,9,N/A,"Delay Start, Drum Clean, Inbuilt Heater, Protective Rat Mesh, Time Remaining Display",19450,43990,3.7,48,56,62,60.5,104
"Samsung 9 kg, 5 Star, AI Control, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG6U24ASTL, NAVY)",https://www.amazon.in/Samsung-Ecobubble-Inverter-Fully-Automatic-WW90DG6U24ASTL/dp/B0DS681G4K/ref=sr_1_117?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-117,Samsung,9,N/A,"Child Lock, Delay Start, Drum Clean, Hygiene Steam, Smart Connectivity",39400,57790,4.3,2050,32,55,60,85
"IFB 9 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Executive SXN 9014K, Steam Refresh Program with Eco Inverter, Rich Silver)",https://www.amazon.in/IFB-Technology-Executive-SXN-9014K/dp/B0D7CPNWSN/ref=sr_1_118?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-118,IFB,9,Silver,N/A,38590,48290,4.1,772,20,62.1,59.8,87.5
"Whirlpool 8 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.0 GREY DAZZLE,2x Drying Power)",https://www.amazon.in/Whirlpool-MAGIC-CLEAN-GREY-DAZZLE/dp/B0DSF2DKC4/ref=sr_1_119?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-119,Whirlpool,8,GREY DAZZLE,Turbo Dry,12590,16800,4.1,617,25,50.7,84,95.6
"Midea 7 kg Semi Automatic Top Load Washing Machine Blue, White (MWMSA070PPG(BW))",https://www.amazon.in/Midea-Automatic-Washing-MWMSA070PPG-BW/dp/B0D6BST34K/ref=sr_1_120?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-120,Midea,7,N/A,High Efficiency,7290,10990,3.4,35,34,42.5,74.5,91.5
"Whirlpool 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 9.0 GREY DAZZLE,2x Drying Power)",https://www.amazon.in/Whirlpool-MAGIC-CLEAN-GREY-DAZZLE/dp/B0DSDTKCLW/ref=sr_1_121?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-121,Whirlpool,9,GREY DAZZLE,Turbo Dry,13990,19100,4.1,311,27,50.7,84,95.6
"ROMINO 0.8Kg Portable Mini Washing Machine, Foldable Washing Machine Top Load Fully Automatic with 3 Modes Spinner and Dryer, Semi Automatic Bucket Washer for Travel, Home, Baby Clothes",https://www.amazon.in/ROMINO-Portable-Washing-Foldable-Automatic/dp/B0FLWB6J5X/ref=sr_1_122?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-122,ROMINO,0.8,N/A,"Auto Restart, Waterproof",1899,3999,4.7,48,53,12,8,12
"IFB 6.5 Kg 5 Star with Deep Clean® Technology, AI Powered, Fully Automatic Top Load Washing Machine (TL650MG1, ActivMix, Aqua Energie, Med Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAwODExOTk0ODI5MjcyOjE3NTU4NDM1NTg6c3BfbXRmOjMwMDY1NzE5ODgzNDUzMjo6MDo6&url=%2FIFB-Powered-Automatic-TL650MG1-ActivMix%2Fdp%2FB0D8LGCYZD%2Fref%3Dsr_1_123_sspa%3Fdib%3DeyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843557%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=MxJFlrPiNZ&sp_cr=ZAZ,IFB,6.5,Med Grey,N/A,16990,22390,3.9,1619,24,57.5,54.3,91.2
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAwODExOTk0ODI5MjcyOjE3NTU4NDM1NTg6c3BfbXRmOjMwMDQzOTUwMjc2MTQzMjo6MDo6&url=%2FIFB-Automatic-DIVA-GXN-6010%2Fdp%2FB0DFLT2Q9W%2Fref%3Dsr_1_124_sspa%3Fdib%3DeyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843557%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=24zeRNucoY&sp_cr=ZAZ,IFB,6,Grey,N/A,25490,34490,4,3777,26,51.8,59.8,87.5
VW 8.5 kg 5 Star Storm Wash with Toughened Glass Semi Automatic Top Load Washing Machine StormWash0085G (Black),https://www.amazon.in/VW-Toughened-Automatic-Washing-StormWash0085G/dp/B0DV4475YF/ref=sr_1_125?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-125,VW,8.5,N/A,"ANTI RUST, Roller Jet Pulsator, Collar Scrubber, Lint collector, 3 Wash Program",8499,21999,3.4,11,61,83,52.5,100
Whirlpool 9 Kg 5 Star Bloomwash Pro Fully-Automatic Top Loading Washing Machine - Built In Heater (360 BW PRO H 9.0 MIDNIGHT GREY 10YMW),https://www.amazon.in/Whirlpool-Bloomwash-Fully-Automatic-Loading-Washing/dp/B0C43LH7TH/ref=sr_1_126?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-126,Whirlpool,9,Bloomwash 9 Kg 2023,Inbuilt Heater,24400,31550,3.8,206,23,59,57,105
"Whirlpool 7 Kg 5 Star Inverter Front Load Fully Automatic Washing Machine with In-Built Heater (XS7010BWW52E, Crystal White, 100+ Tough Stains, Steam Technology, 6th Sense Soft Move, 2024 Model)",https://www.amazon.in/Whirlpool-Inverter-Automatic-XS7010BWW52E-Technology/dp/B0CVX73ZLT/ref=sr_1_127?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-127,Whirlpool,7,Crystal White,N/A,N/A,N/A,4,125,N/A,60,64,85
White Westinghouse 8.5 kg Fully Automatic Top Loading Washing Machine (HDT8500S/GREY/2023),https://www.amazon.in/White-Westinghouse-Automatic-Loading-HDT8500S/dp/B0CHFKLJ6F/ref=sr_1_128?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-128,White Wesitnghouse ( Trademark by Electrolux),8.5,N/A,"Delay Start, Drum Clean, End Of Cycle Signal, Protective Rat Mesh, Vibration Reduction",12390,18999,1.9,13,35,52,53.5,93.3
"Power Guard 7.5 kg 5 Star Semi-Automatic Top Loading Washing Machine Appliance (PG75WM-BG-OP, Burgundy, Powerful Motor, Effective Wash Pulsator,1400 RPM & Castors)",https://www.amazon.in/Power-Guard-Semi-Automatic-Appliance-PG75WM-BG-OP/dp/B0D2NBDMJM/ref=sr_1_129?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-129,PG Power Guard,7.5,N/A,"Auto Restart, End Of Cycle Signal, High Efficiency, Protective Rat Mesh, Vibration Reduction",7690,18990,3.5,50,60,48,78,100
"Godrej 8 Kg 5 Star AI Powered, Inbuilt Heater, Toughened Glass Soft Close Lid, Fills Tub At ~0 Water Pressure, Fully Automatic Top Load Washing Machine (WTEON ADAC 80 5.0 FEFH GLGR, Glacial Grey)",https://www.amazon.in/Godrej-WTEON-ADAC-FEFH-GLGR/dp/B0F6MYXWTC/ref=sr_1_130?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-130,Godrej,8,Glacial Grey,"Anti rodent mesh, Inbuilt Heater, Powered by AI, Unbalance Load Sensing, Zero pressure technology",18790,34000,4,1912,45,55.2,54.2,101
"Voltas Beko, A Tata Product 6.5 KG 5 Star Fully Automatic Front Load Washing Machine with Hygiene wash (WFL6512B7COUBAA/WWV, White)",https://www.amazon.in/Voltas-Beko-Automatic-WFL6512B7COUBAA-WWV/dp/B0F6D7J9JR/ref=sr_1_131?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-131,Voltas Beko,6.5,N/A,"Express Wash in 14 Minutes, Inbuilt Heater, LED Display, Protective Rat Mesh, Temperature Control",21490,38990,N/A,M.R.P:,45,46,60,84
"Samsung 10.5 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT10C4260GG/TL, Air Turbo Drying, Light Gray,)",https://www.amazon.in/Samsung-Semi-Automatic-Washing-WT10C4260GG-TL/dp/B0CVQJR1XL/ref=sr_1_132?dib=eyJ2IjoiMSJ9.oCXxH_R-sXO1POqKuDLED0y1bYQlGBe8yhtbmd7U22xmZjmjovGCJSqzoM1544KGNbKCxXOfJPGlL9HEPv1qXkDs8nfEWb9IBakdEhKVytgHav_75fmtBCT3F_bhLQlTWTKrXm4sqhKWs_tUXDRoxhHABspSIDqcm5E_qjLbta-g9cLgFlLdjPOj19HaPU5qT5roD0cBpIQ2JQMkJnCqSQEjpCvNRBWakYR-L17XHLA.d7-YLlTsoRQuT9gjOM3e95IAg_Vf11kJhazK5zz90Ks&dib_tag=se&keywords=washing+machine&qid=1755843557&sr=8-132,Samsung,10.5,Light Gray,"High Efficiency, Inverter",15490,20490,4.2,881,24,56,91.5,104.5
